6/18/2021 3:47,b'Selamat Jumat Barokah Sahabat\xf0\x9f\x99\x8f semoga sehat selalu sehingga aktivitas lancar tak terganggu\xf0\x9f\xa4\xb2\xf0\x9f\x99\x8f @gerindra @gerindradepok\n@prabowo\n\nSalam sehat selalu\n-Haji Hamzah SE. MM-\n\n#depok\n#gerindra\n#prabowo \n#hamzahcentre https://t.co/0MnByCaPDL',Hamzah Centre
6/18/2021 3:26,"b'Direktur Eksekutif Oversight of Indonesia Democratic Policy, Satyo Purwanto membeberkan analisis terkait kehadiran Prabowo Subianto di Podcast Deddy Corbuzier. #Prabowo https://t.co/8Wu2QVTyAx'",GenPI.co
6/18/2021 2:06,"b'Menteri Pertahanan Prabowo Subianto muncul dalam podcast Deddy Corbuzier. Pengamat Politik, Zaki Mubarak bilang begini. #prabowo https://t.co/moLM3eU8sL'",GenPI.co
6/18/2021 1:19,b'Semangat Juang #Ir_soekarno Ada Pada diri #prabowo',/
6/17/2021 14:04,"b'Tiga Tokoh Ini Digadang jadi King dan Queen Maker Pilpres 2024, Ada Tokoh PDIP, Gerindra dan Golkar\n \nhttps://t.co/gl85eIc87t via @tribunkaltim \n\n#Pilpres2024 #pilpres #PDIP #Golkar #Gerindra #politik #megawati #Airlangga #prabowo'",TribunKaltim.co
6/17/2021 13:19,b'Semangat Juang #Ir_soekarno Ada Pada diri #prabowo',/
6/17/2021 11:06,"b'Prabowo Subianto yang merupakan capres veteran memiliki elektabilitas yang paling tinggi yakni di angka 23,5%. #prabowo #survei #capres \n\nhttps://t.co/3VQKXTpsxA'",INDOZONE
6/17/2021 9:24,b'PRABOWO DEDDY CORBUZIER BERNYANYI \xf0\x9f\x8e\xb5\xf0\x9f\x8e\xbc \n\nhttps://t.co/1JORl5KblG \n\n#prabowo #deddycorbuzier #prabowodeddycorbuzier #deddycorbuzierprabowo #prabowosubianto #indonesia #merahputih #laguindonesia #podcast #song #musik #music https://t.co/qzkEmHOYHM',ketux hamrov
6/17/2021 8:46,"b'Menurut Zaki, Prabowo sebagai politisi dan Menhan mulai menyadari pentingnya efek dahsyat pemanfaatan media sosial (medsos). #Prabowo https://t.co/EG2HsWpcsV'",GenPI.co
6/17/2021 7:06,b'Pengamat politik Arie Putra mengatakan bahwa Prabowo Subianto sedang berubah dari singa menjadi rubah. Simak selengkapnya. #prabowo https://t.co/Przqphco7T',GenPI.co
6/17/2021 2:06,"b'Penasaran seberapa banyak harta kekayaan Prabowo Subianto? Yuk, simak ulasannya berikut ini. #Prabowo https://t.co/Z7tXFbOCom'",GenPI.co
6/17/2021 1:59,b'Ternyata Ini Alasan Edhy Prabowo Kirim Uang ke Cewek Uzbekistan Pake Uang Korupsi Izin Lobster  https://t.co/Z1puZm6qeH #EdhyPrabowo #Prabowo #MunisaRabbimovaAzimKizi',MONITOR Indonesia
6/17/2021 1:20,"b'Skenario Prabowo Subianto sudah mulai jalan, Presiden Jokowi bisa keluar tak mendukung koalisi Istana. #prabowo https://t.co/FcgrPma4GL'",GenPI.co
6/17/2021 1:17,b'Semangat Juang #Ir_soekarno Ada Pada diri #prabowo',/
6/16/2021 12:48,b'Semangat Juang #Ir_soekarno Ada Pada diri #prabowo',/
6/16/2021 8:08,"b'Nilai Rasional Rencana Belanja Alutsista Rp 1700 T\nEkonom: Kaji Dahulu, Baru Kritisi\n\n#prabowo #alutsista #TNI #RakyatMerdeka #RMid\n\nhttps://t.co/u4rzjznVre'",Andespen
6/16/2021 7:40,b'Tampilnya Menteri Pertahanan Prabowo Subianto di podcast Deddy Corbuzier menuai pernyataan menohok. #prabowo https://t.co/b6CazpMEaT',GenPI.co
6/16/2021 7:36,"b'Ada sang penunggang Garuda a.k.a Pak Airlangga yang dikenal dengan kebijaksanaan dan sifat pelindung. Di seberang, Kstaria Penunggang Kuda a.k.a Pak Prabowo dikenal dengan sifat ksatriaan dan pantang menyerahnya. \nKira-kira Indonesia butuh Sosok yang mana nih?\n#airlangga #prabowo https://t.co/NpPOHBtIoi'",Kerja Untuk Indonesia
6/16/2021 3:30,b'Dia blak-blakan menyebut ketua umum Gerindra Prabowo Subianto sudah tidak layak untuk kembali bertarung dalam kontestasi demokrasi tersebut. #Prabowo https://t.co/FY79RyZU8c',GenPI.co
6/16/2021 0:47,b'Semangat Juang #Ir_soekarno Ada Pada diri #prabowo',/
6/16/2021 0:46,"b'Kepada Deddy Corbuzier, Prabowo membeber kebiasaan yang masih dilakukannya sejak masih menjadi tentara dulu, yakni tidur sambil berjaan. #Prabowo https://t.co/XVAkJSaNJA'",GenPI.co
6/15/2021 23:52,b'Pengamat sebut sosok Prabowo sudah tidak layak jual menanggapi hasil survei capres pilihan milenial dan Gen Z #Prabowo https://t.co/DCvB6lAQ2k',JPNN.com
6/15/2021 22:31,b'Prabowo dan Luhut Ingin Indonesia Meniru China https://t.co/iLlWhoOUcZ lewat @suaraislamID #Prabowo #Luhut #China',SUARAISLAM.ID
6/15/2021 20:30,b'Petuah Pengamat Politik menuju Pilpres 2024: Korbannya pendukung militan Pak Prabowo Subianto... #prabowo https://t.co/h0qaDq2uMS',GenPI.co
6/15/2021 12:18,b'Semangat Juang #Ir_soekarno Ada Pada diri #prabowo',/
6/15/2021 11:39,"b'Blak-Blakan! Zulhas Ngaku Dekat dengan Anies, Sama Prabowo 1,5 Tahun Gak Ngobrol #zulhas #anies #prabowo https://t.co/OVbgjbNdyf'",Kabar indonesia
6/15/2021 7:28,"b'#Prabowo Terang-terangan Bongkar Ada Oknum yang Ingin Jual Indonesia ke Asing, Dipo Alam: Bisa Dilibas Pak? - https://t.co/M4BIjtVOPM - Pikiran Rakyat  https://t.co/MTBR2sZP3V #Demokrasi #Indonesia'",Demokrasi
6/15/2021 6:40,b'Partai Gerindra telah memutuskan untuk mengusung Prabowo Subianto sebagai calon presiden (capres) di 2024. #prabowo https://t.co/hIXfoL3Ins',GenPI.co
6/15/2021 5:46,b'Ketua umum Partai Gerindra Prabowo Subianto dan Ketua Umum PDI Perjuangan Megawati Soekarnoputri kian mesra #Prabowo https://t.co/uK0TZ9uEIX',GenPI.co
6/15/2021 5:26,b'Satu sikap Negarawan yang patut jadi teladan\xf0\x9f\x99\x8f\xf0\x9f\xa6\x85 @prabowo  @Gerindra @MuzaniGerindra \n\nSalam sehat selalu\n-Haji Hamzah SE. MM-\n\n#depok \n#gerindra \n#prabowo \n#hamzahcentre https://t.co/PvTXAt7D76',Hamzah Centre
6/15/2021 4:08,b'Aku termasuk orang yang ga pernah nyoblos pemilu.\nTapi aku tetep ngedukung #prabowo dari dulu..tapi aku ngga nyoblos cuma ngedukung aja.',@edo.hirohito
6/15/2021 4:06,b'Bangsa ini akan damai dan makmur jika dua hal ini di penuhi\n1.pendidikan gratis\n2.kesehatan gratis\n#prabowoganjar2024\n#gerindra #prabowo #ganjarpranowo',@edo.hirohito
6/15/2021 1:47,b'Sakti! Prabowo Subianto Mengaku Bisa Tidur Sambil Jalan https://t.co/2orEAYirZK #prabowo #PrabowoSubianto #Sakti #TidurSambilJalan',fajar online
6/15/2021 1:20,"b'Top News Koran Rakyat Merdeka\n\nPodcast Deddy Dengan Menhan Ditonton 7 Juta\n\xe2\x80\x9cBaru Kali Ini, Bisa Lihat Prabowo Tertawa Lepas\xe2\x80\x9d\n\n#podcast #deddy #prabowo #PrabowoSubianto #PrabowoXDeddyCorbuzier #Pilpres2024 #RakyatMerdeka #RMid\n\nhttps://t.co/FX75pXCCmd'",Andespen
6/15/2021 0:55,b'Top News Koran Rakyat Merdeka\n\nPilpres 2024 Jadi Laga Pamungkas\nPrabowo Bakal Ngotot Nyapres\n\n#prabowo #PrabowoSubianto #PrabowoXDeddyCorbuzier #Pilpres2024 #Gerindra #RakyatMerdeka #RMid\n\nhttps://t.co/PDFtBhR5QD',Andespen
6/15/2021 0:54,"b'"" sistem pertahanan dan keamanan menyangkut keselamatan dan keberlangsungan suatu bangsa"" kata Menhan Prabowo. Dalam sambutannya saat membuka Konferensi Nasional Sistem Pertahanan dan Keamanan Rakyat Semesta Abad ke-21. #prabowo #sishankamrata #Indonesia https://t.co/7RT2JKMoZd'",IDefenseMagz
6/15/2021 0:18,b'Semangat Juang #Ir_soekarno Ada Pada diri #prabowo',/
6/14/2021 22:56,"b'Jika Megawati Maju di Pilpres 2024, Ini 12 Nama yang Berpeluang Mendampingi https://t.co/Q57bYlZ0ru #Jokowi #PDIP #Pilpres2024 #prabowo'",fajar online
6/14/2021 22:22,b'Upaya Deddy Corbuzier Ubah Perse #psi Buruk Publik Soal #Prabowo Gagal Total https://t.co/uyCoFN7PoS #moreshareforum #beritaterkini',ms-room.com
6/14/2021 14:23,"b'Prabowo bilang, Negara kita tdk ada niat Utk invasi kemana2! \n\n\xf0\x9f\xa4\xa6\xf0\x9f\x8f\xbe\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f\n\n#Prabowo #DeddyCorbuzier #Papua'",REMAJA & PEMUDA PAPUA
6/14/2021 13:25,"b'Eren mengatakan bahwa proses kampanye tidak akan banyak berbeda dibandingkan tahun 2019. Untuk pertama kalinya dalam sejarah podcast ini, kami tidak menyangsikan tamu kami.\n\nSila cek Reflektiva di Spotify!\nhttps://t.co/snXyyJQlnw\n\n#podcast #pemilu2024 #survey #jokowi #prabowo https://t.co/PC3wMTIGkd'",LSHI Abhipraya
6/14/2021 12:40,b'Ketua Umum Partai Gerindra Prabowo Suabianto bakal mudah mendapatkan tiket menuju Pilpres 2024.  #prabowo https://t.co/Jcw5bRgxeX',GenPI.co
6/14/2021 12:17,b'Semangat Juang #Ir_soekarno Ada Pada diri #prabowo',/
6/14/2021 10:49,b'Gerindra menilai ucapan Prabowo di Podcast Deddy Corbuzier bukan pengumuman resmi. Pihaknya belum bisa memberikan penjelasan pasti dan masih menunggu pengumuman resminya. #prabowo #gerindra #capres2024 \n\nhttps://t.co/XiJBLYSTXB',INDOZONE
6/14/2021 9:09,"b'Terbongkar Suasana Sebenarnya saat Deddy Corbuzier Bertemu Prabowo Subianto, Sang Jenderal Tertawa Lepas\n https://t.co/RViG7BIcpM via @Tribun_Kaltara #PrabowoSubianto #Prabowo #DeddyCorbuzier #podcast #YouTube #RahayuSaraswati #MenteriPertahanan #Menhan #Gerindra #Jenderal'",TribunKaltim.co
6/14/2021 9:06,"b'Bisa Bikin Prabowo Tertawa Lepas, Sosok Ini Bongkar Suasana Sebenarnya di Podcast Deddy Corbuzier\n \nhttps://t.co/EINijs0poe via @Tribun_Kaltara #PrabowoSubianto #Prabowo #DeddyCorbuzier #podcast #YouTube #RahayuSaraswati #MenteriPertahanan #Menhan #Gerindra #tertawa #Instagram'",TribunKaltara.com
6/14/2021 8:41,"b""https://t.co/q1YfkSywJ8 \n\nCerita 'Bobby' Kucing Prabowo yang Menarik Perhatian Netizen, Kucinya Punya Sikap Seperti Bos\n\n#Prabowo \n#Viral \n#Kucing \n#Bobby \n#PrabowoMenjawabCorbuzier""",Terasjabar.id
6/14/2021 8:31,b'Prabowo Subianto tampaknya belum menyerah untuk menggapai mimpinya sebagai Presiden Repulik Indonesia. \n\n #Capresfavoritanakmuda #DeddyCorbuzier #HL #KondisiDeddyCorbuzier #Pemilu2024 #Prabowo #PrabowoSubianto\n\nhttps://t.co/IKFDFhJLED https://t.co/R3S3YIGCQu',MyCity News
6/14/2021 7:10,b'Pemerintah China sering kali dikait-kaitkan memiliki andil besar terhadap Indonesia. #prabowo https://t.co/7soKguZxAU',GenPI.co
6/14/2021 5:59,b'Menteri Pertahanan (Menhan) Prabowo Subianto buka-bukaan soal hewan peliharaannya bernama Bobby.\n\nhttps://t.co/173JOeTkUk\n\n#Prabowo #PrabowoSubianto #CloseTheDoor #DeddyCorbuzierPodcast #DeddyCorbuzier #InfoNetral #NetralNews #NNC https://t.co/XieOjTd81l',NETRALNEWS
6/14/2021 5:36,"b'#PrabowoMenjawabCorbuzier  jawab pertanyaan Deddy Corbuzier, soal jadi Menhan usai Pilpres. Bahkan, saat melawan jokowi.\n\n#PrabowoSubianto #PrabowoMenjawabCorbuzier  #Prabowo #Pilpres #Jokowi #Youtube\n\nhttps://t.co/wFYoZpOA4Y'",Dinamika Jambi
6/14/2021 5:35,"b'Dalam program podcast Deddy Corbuzier, Menhan RI Prabowo Subianto ungkapkan bagaimana cara agar tidak terjadi markup dlm pengadaan alutsista. Menurut Prabowo hal tsb terjadi dimana2.\n#PrabowoMenjawabCorbuzier \n#Prabowo\n#DeddyCorbuzier \n@prabowo @corbuzier \nhttps://t.co/JXS4pWWDa4'",holopiscom
6/14/2021 5:32,b'Ada kode promonya Pak?\n\n#PlatMerah #PrabowoMenjawabCorbuzier #Prabowo #Corbuzier https://t.co/mZerRHbYjV',NETIZEN TIMES
6/14/2021 5:27,b'#PrabowoXDeddyCorbuzier  jawab pertanyaan #DeddyCorbuzier  soal jadi Menhan usai #Pilpres. Bahkan saat melawan jokowi.\n\n#PrabowoSubianto #PrabowoJawabCorbuzier #Prabowo #Pilpres #Jokowi3PeriodeRIBubar  #youtubersvstiktokers \n\nhttps://t.co/QhY89epabH',Dinamika Jambi
6/14/2021 3:59,b'Rival Jokowi di Pilpres 2014 dan 2019 itu membeber alasannya mau menjadi menteri pertahanan di Kabinet Indonesia Maju\n@prabowo @jokowi \n #Prabowo #Jokowi #Menhan \n\nhttps://t.co/B3T19q62E3 https://t.co/zEnuEwmYDQ',JPNN.com
6/14/2021 3:46,b'Menteri Pertahanan Prabowo Subianto membahas soal aplikasi TikTok saat menjadi bintang tamu di Podcast Deddy Corbuzier. Simak selengkapnya. #Prabowo https://t.co/XTtiqBOsGS',GenPI.co
6/14/2021 2:38,"b'Survei Terbaru SMRC Capres Pengganti Jokowi, Ganjar Pranowo Kembali Ungguli Prabowo dan Anies\n #survei #PrabowoSubianto #Prabowo #AniesBaswedan #Anies #GanjarPranowo #Ganjar #Pilpres #JokoWidodo #Jokowi  #TribunKaltara #PuanMaharani  #SMRC #Capres\n\nhttps://t.co/LW3r1uwvAA'",TribunKaltim.co
6/14/2021 2:38,"b'Survei Terbaru SMRC Capres Pengganti Jokowi, Ganjar Pranowo Kembali Ungguli Prabowo dan Anies\n#survei #PrabowoSubianto #Prabowo #AniesBaswedan #Anies #GanjarPranowo #Ganjar #Pilpres #JokoWidodo #Jokowi  #TribunKaltara #PuanMaharani  #SMRC #Capres\n\nhttps://t.co/3mg3kB7FSz'",TribunKaltara.com
6/14/2021 1:02,"b'...blm juga sehari stlh diupload, views udah 5.4juta ...gilak cuan banget koh @corbuzier wwncr dgn Pak @prabowo \n\n#Podcast \n#Prabowo\n#DeddyCahyadi\n\n\xf0\x9f\x8e\xa5 | https://t.co/naWZSEGc0K https://t.co/T8UtYyIdoM'",anggara sidjabat
6/13/2021 23:48,b'Semangat Juang #Ir_soekarno Ada Pada diri #prabowo',/
6/13/2021 17:20,b'Menteri Pertahanan Prabowo Subianto buka-bukaan soal kehidupannya dalam Channel YouTube Deddy Corbuzier. #Prabowo https://t.co/BBTnnfg8BN',GenPI.co
6/13/2021 15:00,"b'Ini Jawaban Langsung Prabowo, Saat Ditanya Kesediaannya Jadi Presiden 2024\n\nBaca selengkapnya disini\nhttps://t.co/1xL6ijKfMQ\n\n#News #Prabowo #Capres2024 #DeddyCorbuzier'",Mata Milenial Indonesia
6/13/2021 14:12,b'Prabowo Subianto menceritakan kelakukan kucing kesayangannya yang bernama Bobby. #Prabowo https://t.co/z5vXhuqORS',JPNN.com
6/13/2021 14:04,"b'Prabowo Kembali Dijagokan di Pilpres 2024, Waspada Disalip Ganjar https://t.co/igX6TlFuVl #GanjarPranowo #Pilpres2024 #prabowo #PrabowoSubianto'",fajar online
6/13/2021 14:00,"b'Menteri Pertahanan, Prabowo Subianto, buka suara terkait dirinya yang disebut-sebut masih berpeluang maju lagi di kontestasi Pemilu. \n__\nselengkapnya di https://t.co/miLW4SV3qR\n#vivacoid #prabowo https://t.co/BusenKJoH9'",VIVAcoid
6/13/2021 13:30,"b'Prabowo menegaskan, penguatan alutsista bukan untuk invasi. Lalu, buat apa?\n\nBaca selengkapnya, klik \xf0\x9f\x91\x87\xf0\x9f\x91\x87\xf0\x9f\x91\x87\n\n#Prabowo https://t.co/GS6lPiUXJb'",BeritaSatu
6/13/2021 13:19,"b'Kenapa, ya, Prabowo mau ditunjuk rivalnya pada pilpres 2019 untuk menjadi Menhan?\n\nCari tahu jawabannya, klik \xf0\x9f\x91\x87\xf0\x9f\x91\x87\xf0\x9f\x91\x87\n\n#Prabowo https://t.co/WHtTXx0BDY'",BeritaSatu
6/13/2021 11:48,b'Semangat Juang #Ir_soekarno Ada Pada diri #prabowo',/
6/13/2021 11:31,"b'Hendak menertibkan mark up dalam pembelian alutsista, Prabowo mengaku, banyak yang tidak suka. Hmmm, siapa saja, ya?\n\nBaca selengkapnya, klik \xf0\x9f\x91\x87\xf0\x9f\x91\x87\xf0\x9f\x91\x87\n\n#Prabowo https://t.co/qrpxbRZCx6'",BeritaSatu
6/13/2021 11:24,"b'Menteri Pertahanan Prabowo Subianto menegaskan anggaran untuk pemenuhan alat peralatan pertahanan dan keamanan sekitar Rp1.700 triliun, namun, ini belum disetujui.\n\nBaca selengkapnya, klik \xf0\x9f\x91\x87\xf0\x9f\x91\x87\xf0\x9f\x91\x87\n\n#Prabowo https://t.co/ZVvCRO5Rlf'",BeritaSatu
6/13/2021 11:08,"b'Buka-bukaan di podcast Deddy Corbuzier, Prabowo bilang bersedia jadi capres di 2024, wow, masih semangat Pak? \xf0\x9f\x91\x8f\n\nBaca selengkapnya, klik \xf0\x9f\x91\x87\xf0\x9f\x91\x87\xf0\x9f\x91\x87\n\n#Prabowo https://t.co/A6x0fhAP6K'",BeritaSatu
6/13/2021 10:40,b'Menteri Pertahanan (Menhan) Prabowo Subianto blak-blakan mengungkap soal alutsista yang merupakan titah Presiden Joko Widodo (Jokowi).  #prabowo https://t.co/FQmXldfGTw',GenPI.co
6/13/2021 10:04,"b'Elektabilitas Prabowo sebagai calon presiden masih tinggi, jadi nyapres lagi nggak, ya?\n\nBaca selengkapnya, klik \xf0\x9f\x91\x87\xf0\x9f\x91\x87\xf0\x9f\x91\x87\n\n#Prabowo https://t.co/EF4bSKk5j7'",BeritaSatu
6/13/2021 10:02,b'#podcast #dedycorbuzer #prabowo @ Karawang https://t.co/Tj2ylUcbUX',Nardi
6/13/2021 9:05,b'Prabowo akan bernegosiasi langsung dengan produsen untuk mengetahui harga detail dari alutsista yang akan dibeli. #prabowo #alutsista \n\nhttps://t.co/7C1LZ19shL',INDOZONE
6/13/2021 8:28,b'#Prabowo Ungkap Alasan Tak Banyak Bicara ke Publik saat Jadi Menhan | https://t.co/B4N2Sf8Rnd - https://t.co/XuTHkfLc8q  https://t.co/Ubx6MbDIv9 #Demokrasi #Indonesia',Demokrasi
6/13/2021 8:05,b'Prabowo akhirnya membeberkan alasan mengapa mau jadi menteri Jokowi. Baca selengkapnya! #prabowo #jokowi #podcast #deddycorbuzier \n\nhttps://t.co/SXqYjVkKoc',INDOZONE
6/13/2021 7:41,b'Blak-Blakan Prabowo Siap Calonkan Diri di Pilpres 2024\n@prabowo @corbuzier\n #Prabowo #Presiden2024  #closethedoor\nhttps://t.co/lHXGZAboh0',jawaposradarmalang
6/13/2021 7:31,"b'Pernah Lawan Jokowi di Pilpres, Prabowo Subianto Bongkar Alasan Jadi Menteri Kabinet Indonesia Maju\n#KabinetIndonesiaMaju #Menhan #Jokowi #Presiden #JokoWidodo #PrabowoSubianto #Prabowo #DeddyCorbuzier #Pilpres #MegawatiSoekarnoputri  #PDIP #Gerindra\nhttps://t.co/XdQ3L7xYjN'",TribunKaltim.co
6/13/2021 7:30,"b'Pernah Lawan Jokowi di Pilpres, Prabowo Subianto Bongkar Alasan Jadi Menteri Kabinet Indonesia Maju\n#KabinetIndonesiaMaju #Menhan #Jokowi #Presiden #JokoWidodo #PrabowoSubianto #Prabowo #DeddyCorbuzier #Pilpres #MegawatiSoekarnoputri  #PDIP #Gerindra\n\nhttps://t.co/fWx0D029zw'",TribunKaltara.com
6/13/2021 7:08,"b'Menteri Pertahanan Prabowo Subianto bicara mengenai Alpalhankam yang belakangan menjadi perbincangan. Prabowo mengatakan, modernisasi alutsista TNI dengan biaya Rp1.700 triliun itu masih dibahas.\n#Prabowo\n#PrabowoXDeddyCorbuzier\n#MenteriPertahanan\n@prabowo\nhttps://t.co/C7JKgjcLi6'",holopiscom
6/13/2021 7:05,"b'\xe2\x80\x9cBagi saya, rival dalam suatu kompetisi, apakah rival itu harus jadi lawan ?"" kata Prabowo dalam podcast Deddy Corbuzier dikutip oleh https://t.co/WdDMAGLzz6, Minggu (13/6).\n\nSelengkapnya di https://t.co/uZI0Yz1P6q\n\n#Prabowo\n#Jokowi\n#MerahPutih\n#Indonesia\n@prabowo \n@jokowi https://t.co/3TLkVohn0G'",holopiscom
6/13/2021 4:53,b'Menteri Pertahanan Prabowo Subianto menjadi narasumber dalam podcast Deddy Corbuzier. Prabowo mengungkapkan bahwa unsur pertahanan sangat rahasia untuk menghindari ancaman dari negara lain.  Lihat Selengkapnya di youtube @corbuzier \nhttps://t.co/R8TZAkpjLy\n\n#podcast\n#prabowo https://t.co/y6wpuUlSwL',IDefenseMagz
6/13/2021 4:05,"b'Akhirnya Ungkap Alasan Siap Bekerja di Bawah Jokowi, Prabowo Subianto: Ada Dua Peristiwa Penting\n#Prabowo #Jokowi #Menhan\n\nSelengkapnya: https://t.co/L3niWjR5HF via @YouTube'",Pikiran Rakyat
6/13/2021 3:20,b'Prabowo Subianto Akui Kecewa tak Terpilih Jadi Presiden Tapi Pilih Gabung Jokowi karena Sejarah\n\nhttps://t.co/H3k2twBDqU \n\n#prabowo',Tribun Timur
6/13/2021 3:18,"b'Menteri Pertahanan (Menhan) Prabowo Subianto mengungkapkan alasannya bersedia menjadi menteri dalam kabinet Joko Widodo (Jokowi), sosok yang dua kali menjadi rivalnya dalam dua kali pemilihan presiden. #Prabowo #Menhan #Jokowi #Jokowidodo https://t.co/jraKhKnR6V'",MNC NEWSROOM
6/13/2021 3:16,b'Prabowo Ngaku Ada Lingkaran Jokowi Tak Suka Dirinya Jadi Menhan #Prabowo #Menhan #Koalisi https://t.co/oocwoyqaf9',Kabar indonesia
